top,fold,classifier,large pre,large re,large f1,medium pre,medium re,medium f1,small pre,small re,small f1,all acc,all pre,all re,all f1,all mcc
110,6,knn,0.8997,0.91,0.8957,0.9222,0.9556,0.9333,0.8728,0.8947,0.8794,0.914,0.8951,0.914,0.8978,0.9128
110,7,knn,0.949,0.97,0.9577,0.9444,0.9556,0.9481,0.8794,0.9079,0.8882,0.9457,0.9241,0.9457,0.9318,0.9447
110,8,knn,0.9189,0.93,0.9211,0.9333,0.9778,0.9482,0.8553,0.8816,0.864,0.9231,0.9,0.9231,0.907,0.9216
110,9,knn,0.925,0.94,0.9272,0.9111,0.9333,0.9185,0.8651,0.8947,0.8737,0.9231,0.9016,0.9231,0.907,0.9219
110,0,rf,0.9742,0.98,0.9756,0.8963,0.9556,0.9148,0.8399,0.8684,0.8487,0.9367,0.9122,0.9367,0.9196,0.9355
110,1,rf,0.9531,0.97,0.9604,0.9156,0.9556,0.9259,0.8882,0.8947,0.8904,0.9412,0.9231,0.9412,0.9293,0.9401
110,2,rf,0.9636,0.99,0.9757,0.9074,0.9556,0.9222,0.9013,0.9079,0.9035,0.9548,0.9308,0.9548,0.94,0.9539
110,3,rf,0.9651,0.96,0.959,0.9407,0.9778,0.9519,0.8684,0.8947,0.8772,0.9412,0.9269,0.9412,0.9294,0.9401
110,4,rf,0.9636,0.98,0.9709,0.963,1.0,0.9741,0.8882,0.8947,0.8904,0.9548,0.9375,0.9548,0.9439,0.9539
110,5,rf,0.9875,0.96,0.9725,0.8852,0.9556,0.903,0.8553,0.8816,0.864,0.9321,0.9212,0.9321,0.921,0.931
110,6,rf,0.9727,0.98,0.9757,0.9185,0.9778,0.937,0.8618,0.8816,0.8684,0.9457,0.9236,0.9457,0.9309,0.9447
110,7,rf,0.9833,1.0,0.9909,0.9167,0.9556,0.9274,0.8947,0.9079,0.8991,0.9593,0.9393,0.9593,0.9464,0.9586
110,8,rf,0.9527,0.97,0.9609,0.9185,0.9778,0.937,0.8684,0.8816,0.8728,0.9412,0.9168,0.9412,0.9258,0.94
110,9,rf,0.9818,0.99,0.9852,0.9056,0.9556,0.92,0.8553,0.8816,0.864,0.9457,0.9228,0.9457,0.9303,0.9447
110,0,svm,0.9561,0.98,0.9666,0.9296,0.9778,0.9444,0.8333,0.8553,0.8399,0.9367,0.9085,0.9367,0.9185,0.9354
110,1,svm,0.9442,0.97,0.9562,0.9056,0.9556,0.92,0.8684,0.8816,0.8728,0.9367,0.9103,0.9367,0.9201,0.9354
110,2,svm,0.9678,0.99,0.9769,0.8963,0.9556,0.9148,0.8882,0.8947,0.8904,0.9502,0.9259,0.9502,0.9345,0.9493
110,3,svm,0.954,0.97,0.9608,0.9296,0.9778,0.9444,0.8684,0.8816,0.8728,0.9412,0.9196,0.9412,0.9272,0.94
110,4,svm,0.9678,0.99,0.9769,0.963,1.0,0.9741,0.8947,0.8947,0.8947,0.9593,0.9417,0.9593,0.9481,0.9585
110,5,svm,0.9775,0.96,0.9678,0.9211,0.9778,0.9348,0.8684,0.8816,0.8728,0.9367,0.9285,0.9367,0.9284,0.9356
110,6,svm,0.9627,0.99,0.9757,0.9296,0.9778,0.9444,0.8684,0.8816,0.8728,0.9502,0.9236,0.9502,0.934,0.9492
110,7,svm,0.9742,1.0,0.9862,0.9167,0.9556,0.9274,0.8684,0.8816,0.8728,0.9502,0.9261,0.9502,0.9352,0.9493
110,8,svm,0.9536,0.97,0.9614,0.9185,0.9778,0.937,0.8684,0.8816,0.8728,0.9412,0.9172,0.9412,0.926,0.94
110,9,svm,0.9636,0.99,0.9762,0.9167,0.9556,0.9274,0.8465,0.8684,0.8531,0.9412,0.9138,0.9412,0.9239,0.9401
120,0,dtree,0.9742,0.99,0.9809,0.8519,0.8889,0.863,0.7412,0.7895,0.7566,0.9005,0.8692,0.9005,0.8797,0.8984
120,1,dtree,0.9622,0.96,0.9599,0.8907,0.9556,0.9089,0.8202,0.8421,0.8268,0.9186,0.8988,0.9186,0.9037,0.917
120,2,dtree,0.9727,0.99,0.9805,0.863,0.9111,0.8778,0.8026,0.8553,0.8202,0.9276,0.8919,0.9276,0.9044,0.9262
120,3,dtree,0.9651,0.96,0.959,0.9407,0.9778,0.9519,0.8487,0.8816,0.8597,0.9367,0.9201,0.9367,0.9234,0.9355
120,4,dtree,0.9492,0.98,0.9627,0.9074,0.9556,0.9222,0.8026,0.8289,0.8114,0.9231,0.8903,0.9231,0.9024,0.9215
120,5,dtree,0.9875,0.96,0.9725,0.8685,0.9333,0.8867,0.7632,0.8158,0.7807,0.905,0.8861,0.905,0.8891,0.9033
120,6,dtree,0.9636,0.98,0.9709,0.9074,0.9556,0.9222,0.8224,0.8553,0.8333,0.9321,0.9036,0.9321,0.9137,0.9308
120,7,dtree,0.9833,1.0,0.9909,0.9056,0.9556,0.92,0.9013,0.9079,0.9035,0.9593,0.9393,0.9593,0.9464,0.9586
120,8,dtree,0.9527,0.97,0.9609,0.9074,0.9556,0.9222,0.7829,0.8289,0.7982,0.9186,0.8851,0.9186,0.8971,0.9169
120,9,dtree,0.9909,0.98,0.9847,0.813,0.8889,0.8348,0.7807,0.8289,0.7961,0.9095,0.8824,0.9095,0.8893,0.9078
120,0,knn,0.9201,0.94,0.9222,0.9556,0.9778,0.963,0.8728,0.8947,0.8794,0.9321,0.911,0.9321,0.9158,0.9312
120,1,knn,0.9375,0.92,0.9145,0.9296,0.9778,0.9444,0.8465,0.8816,0.8575,0.9186,0.9046,0.9186,0.901,0.9176
120,2,knn,0.9417,0.96,0.9467,0.9111,0.9333,0.9185,0.8991,0.9211,0.9057,0.9412,0.9208,0.9412,0.9268,0.9402
120,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8991,0.9211,0.9057,0.9412,0.9235,0.9412,0.929,0.94
120,4,knn,0.9369,0.96,0.947,0.9556,0.9778,0.963,0.8399,0.8684,0.8487,0.9321,0.9074,0.9321,0.9164,0.9308
120,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8794,0.9079,0.8882,0.9321,0.9243,0.9321,0.9223,0.931
120,6,knn,0.9088,0.91,0.9005,0.9333,0.9556,0.9407,0.864,0.8947,0.8728,0.914,0.8984,0.914,0.8992,0.9129
120,7,knn,0.949,0.97,0.9577,0.9444,0.9556,0.9481,0.8794,0.9079,0.8882,0.9457,0.9241,0.9457,0.9318,0.9447
120,8,knn,0.9098,0.93,0.9163,0.9444,0.9778,0.9556,0.8618,0.8816,0.8684,0.9231,0.9004,0.9231,0.9079,0.9216
120,9,knn,0.9292,0.94,0.9303,0.9333,0.9556,0.9407,0.8849,0.9079,0.8912,0.9321,0.9148,0.9321,0.919,0.931
120,0,rf,0.9742,0.99,0.9809,0.9296,0.9778,0.9444,0.8662,0.8816,0.8706,0.9502,0.928,0.9502,0.9355,0.9493
120,1,rf,0.9698,0.97,0.9694,0.9278,0.9778,0.9422,0.8553,0.8816,0.864,0.9412,0.9219,0.9412,0.9277,0.9401
120,2,rf,0.9727,0.99,0.9805,0.9074,0.9556,0.9222,0.9145,0.9211,0.9167,0.9593,0.9394,0.9593,0.9467,0.9585
120,3,rf,0.9651,0.96,0.959,0.9407,0.9778,0.9519,0.8816,0.9079,0.8904,0.9457,0.9314,0.9457,0.9339,0.9447
120,4,rf,0.9636,0.98,0.9709,0.9519,1.0,0.9667,0.8553,0.8684,0.8596,0.9457,0.924,0.9457,0.9318,0.9446
120,5,rf,0.9784,0.96,0.9678,0.9222,0.9778,0.9363,0.8553,0.8816,0.864,0.9367,0.9246,0.9367,0.9257,0.9356
120,6,rf,0.99,0.99,0.99,0.9185,0.9778,0.937,0.8596,0.8816,0.8662,0.9502,0.9306,0.9502,0.9367,0.9493
120,7,rf,0.9833,1.0,0.9909,0.9278,0.9556,0.9348,0.8882,0.9079,0.8947,0.9593,0.9393,0.9593,0.9464,0.9586
120,8,rf,0.9527,0.97,0.9609,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.9236,0.9457,0.9318,0.9446
120,9,rf,0.9727,0.98,0.9752,0.9611,1.0,0.9719,0.8816,0.8947,0.886,0.9548,0.939,0.9548,0.9438,0.9539
120,0,svm,0.9642,0.99,0.9762,0.9407,0.9778,0.9519,0.8465,0.8684,0.8531,0.9457,0.919,0.9457,0.9289,0.9447
120,1,svm,0.9536,0.97,0.9614,0.9278,0.9778,0.9422,0.8289,0.8553,0.8377,0.9321,0.9055,0.9321,0.915,0.9308
120,2,svm,0.9678,0.99,0.9769,0.9148,0.9556,0.9259,0.8618,0.8816,0.8684,0.9457,0.9206,0.9457,0.9292,0.9447
120,3,svm,0.954,0.97,0.9608,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.9242,0.9457,0.9317,0.9446
120,4,svm,0.9548,0.99,0.969,0.9407,0.9778,0.9519,0.875,0.8816,0.8772,0.9502,0.9245,0.9502,0.9339,0.9494
120,5,svm,0.9775,0.96,0.9678,0.9222,0.9778,0.9363,0.875,0.8947,0.8816,0.9412,0.931,0.9412,0.9317,0.9402
120,6,svm,0.9733,0.98,0.9757,0.9148,0.9778,0.9333,0.8333,0.8553,0.8399,0.9367,0.9133,0.9367,0.9204,0.9355
120,7,svm,0.9667,1.0,0.9818,0.9167,0.9556,0.9274,0.8684,0.8816,0.8728,0.9502,0.9227,0.9502,0.9333,0.9493
120,8,svm,0.9446,0.97,0.9567,0.9296,0.9778,0.9444,0.8882,0.8947,0.8904,0.9457,0.9221,0.9457,0.9314,0.9446
120,9,svm,0.9636,0.99,0.9762,0.9389,0.9778,0.9496,0.8684,0.8816,0.8728,0.9502,0.9259,0.9502,0.9352,0.9493
130,0,dtree,0.9742,0.98,0.9756,0.8963,0.9333,0.9074,0.7741,0.8289,0.7917,0.9186,0.8896,0.9186,0.8985,0.917
130,1,dtree,0.9509,0.96,0.9552,0.8944,0.9778,0.92,0.7741,0.8026,0.7829,0.9095,0.8786,0.9095,0.8888,0.9077
130,2,dtree,0.9818,0.99,0.9852,0.8481,0.9111,0.8667,0.7763,0.8289,0.7939,0.9186,0.8839,0.9186,0.8953,0.917
130,3,dtree,0.9561,0.95,0.9489,0.9407,0.9778,0.9519,0.8158,0.8553,0.8289,0.9231,0.9047,0.9231,0.9083,0.9217
130,4,dtree,0.9561,0.98,0.9666,0.9074,0.9556,0.9222,0.7566,0.8026,0.7719,0.914,0.8776,0.914,0.8906,0.9123
130,5,dtree,0.9875,0.96,0.9725,0.8889,0.9556,0.9067,0.7807,0.8289,0.7961,0.914,0.8963,0.914,0.8984,0.9125
130,6,dtree,0.99,0.97,0.9789,0.8852,0.9333,0.9,0.7961,0.8553,0.8158,0.9231,0.902,0.9231,0.9067,0.9216
130,7,dtree,0.9742,1.0,0.9862,0.8833,0.9333,0.8978,0.7961,0.8289,0.807,0.9276,0.8945,0.9276,0.9066,0.9262
130,8,dtree,0.9468,0.97,0.957,0.9074,0.9556,0.9222,0.8026,0.8421,0.8158,0.9231,0.8892,0.9231,0.9014,0.9216
130,9,dtree,0.9818,0.97,0.9747,0.8685,0.9333,0.8867,0.7368,0.7895,0.7544,0.9005,0.8745,0.9005,0.881,0.8985
130,0,knn,0.9201,0.94,0.9222,0.9556,0.9778,0.963,0.8728,0.8947,0.8794,0.9321,0.911,0.9321,0.9158,0.9312
130,1,knn,0.97,0.96,0.9647,0.9278,0.9778,0.9422,0.8728,0.8947,0.8794,0.9412,0.928,0.9412,0.9308,0.9401
130,2,knn,0.9464,0.96,0.95,0.9111,0.9333,0.9185,0.9189,0.9342,0.9232,0.9457,0.9298,0.9457,0.9344,0.9447
130,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8991,0.9211,0.9057,0.9412,0.9235,0.9412,0.929,0.94
130,4,knn,0.9369,0.96,0.947,0.9556,0.9778,0.963,0.8399,0.8684,0.8487,0.9321,0.9074,0.9321,0.9164,0.9308
130,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8596,0.8947,0.8706,0.9276,0.9175,0.9276,0.9163,0.9264
130,6,knn,0.8997,0.91,0.8957,0.9111,0.9333,0.9185,0.886,0.9079,0.8925,0.914,0.8973,0.914,0.8993,0.9128
130,7,knn,0.949,0.97,0.9577,0.9444,0.9556,0.9481,0.8794,0.9079,0.8882,0.9457,0.9241,0.9457,0.9318,0.9447
130,8,knn,0.9098,0.93,0.9163,0.9222,0.9556,0.9333,0.8553,0.8816,0.864,0.9186,0.8936,0.9186,0.9018,0.917
130,9,knn,0.929,0.94,0.9288,0.9333,0.9556,0.9407,0.8388,0.8684,0.8474,0.9186,0.8989,0.9186,0.9032,0.9172
130,0,rf,0.9742,0.99,0.9809,0.9296,0.9778,0.9444,0.8465,0.8684,0.8531,0.9457,0.9212,0.9457,0.9295,0.9447
130,1,rf,0.9616,0.97,0.9652,0.9278,0.9778,0.9422,0.8816,0.8947,0.886,0.9457,0.9272,0.9457,0.9333,0.9447
130,2,rf,0.9718,0.99,0.9805,0.9074,0.9556,0.9222,0.9145,0.9211,0.9167,0.9593,0.939,0.9593,0.9467,0.9585
130,3,rf,0.9651,0.96,0.959,0.9407,0.9778,0.9519,0.9013,0.9211,0.9079,0.9502,0.9382,0.9502,0.94,0.9494
130,4,rf,0.9636,0.98,0.9709,0.963,1.0,0.9741,0.8882,0.8947,0.8904,0.9548,0.9375,0.9548,0.9439,0.9539
130,5,rf,0.9875,0.96,0.9725,0.9222,0.9778,0.9363,0.8684,0.8947,0.8772,0.9412,0.9333,0.9412,0.9324,0.9402
130,6,rf,0.99,0.99,0.99,0.9296,0.9778,0.9444,0.8684,0.8947,0.8772,0.9548,0.9359,0.9548,0.9419,0.9539
130,7,rf,0.9742,1.0,0.9862,0.9278,0.9556,0.9348,0.8947,0.9079,0.8991,0.9593,0.9374,0.9593,0.9458,0.9586
130,8,rf,0.9527,0.97,0.9609,0.9074,0.9556,0.9222,0.875,0.8947,0.8816,0.9412,0.9168,0.9412,0.9258,0.94
130,9,rf,0.9818,0.99,0.9852,0.9389,0.9778,0.9496,0.8553,0.8816,0.864,0.9502,0.9296,0.9502,0.9363,0.9493
130,0,svm,0.9496,0.99,0.9679,0.9185,0.9556,0.9296,0.8059,0.8289,0.8123,0.9276,0.8939,0.9276,0.9066,0.9262
130,1,svm,0.9425,0.97,0.9548,0.8944,0.9556,0.9126,0.8618,0.8684,0.864,0.9321,0.905,0.9321,0.915,0.9308
130,2,svm,0.9742,0.99,0.9809,0.9167,0.9556,0.9274,0.9342,0.9342,0.9342,0.9638,0.9488,0.9638,0.9539,0.9632
130,3,svm,0.954,0.97,0.9608,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.9242,0.9457,0.9317,0.9446
130,4,svm,0.9678,0.99,0.9769,0.963,1.0,0.9741,0.8882,0.8947,0.8904,0.9593,0.9394,0.9593,0.9466,0.9586
130,5,svm,0.9708,0.97,0.9687,0.9222,0.9778,0.9363,0.8684,0.8816,0.8728,0.9412,0.9257,0.9412,0.9291,0.9402
130,6,svm,0.9568,0.99,0.9723,0.9296,0.9556,0.937,0.8816,0.8947,0.886,0.9502,0.9254,0.9502,0.9354,0.9492
130,7,svm,0.9667,1.0,0.9818,0.9167,0.9556,0.9274,0.8684,0.8816,0.8728,0.9502,0.9227,0.9502,0.9333,0.9493
130,8,svm,0.932,0.97,0.9492,0.9074,0.9556,0.9222,0.8355,0.8553,0.8421,0.9276,0.8938,0.9276,0.9069,0.9262
130,9,svm,0.9568,0.99,0.9723,0.9389,0.9778,0.9496,0.7961,0.8289,0.807,0.9321,0.8979,0.9321,0.9108,0.9308
140,0,dtree,0.9651,0.99,0.9761,0.8185,0.8889,0.8407,0.761,0.7895,0.7697,0.9005,0.8651,0.9005,0.8776,0.8984
140,1,dtree,0.9698,0.97,0.9694,0.8278,0.9333,0.8607,0.7566,0.8026,0.7719,0.905,0.8676,0.905,0.8794,0.9032
140,2,dtree,0.9727,0.99,0.9805,0.9074,0.9556,0.9222,0.8421,0.8684,0.8509,0.9412,0.9145,0.9412,0.924,0.94
140,3,dtree,0.9561,0.96,0.9542,0.9185,0.9778,0.937,0.8026,0.8421,0.8158,0.9231,0.8957,0.9231,0.9031,0.9217
140,4,dtree,0.9727,0.98,0.9757,0.9185,0.9778,0.937,0.8289,0.8553,0.8377,0.9367,0.9122,0.9367,0.9204,0.9354
140,5,dtree,0.9693,0.95,0.9577,0.863,0.9333,0.8807,0.7039,0.7763,0.7281,0.8869,0.8564,0.8869,0.8631,0.8848
140,6,dtree,0.9809,0.98,0.98,0.863,0.9111,0.8778,0.7807,0.8421,0.8004,0.9186,0.888,0.9186,0.8974,0.917
140,7,dtree,0.9833,0.99,0.9857,0.85,0.9111,0.8682,0.8158,0.8553,0.8289,0.9276,0.8986,0.9276,0.9078,0.9263
140,8,dtree,0.9561,0.97,0.9613,0.8519,0.9111,0.8704,0.7895,0.8289,0.8026,0.9095,0.8776,0.9095,0.8882,0.9077
140,9,dtree,0.9627,0.98,0.9705,0.8167,0.8667,0.8311,0.8092,0.8421,0.8202,0.9095,0.8802,0.9095,0.8904,0.9077
140,0,knn,0.9636,0.99,0.9762,0.9444,0.9556,0.9481,0.8662,0.8947,0.875,0.9502,0.9262,0.9502,0.9357,0.9492
140,1,knn,0.9375,0.92,0.9145,0.9296,0.9778,0.9444,0.8662,0.8947,0.875,0.9231,0.9114,0.9231,0.907,0.9222
140,2,knn,0.9464,0.96,0.95,0.9111,0.9333,0.9185,0.9123,0.9342,0.9189,0.9457,0.9275,0.9457,0.9329,0.9448
140,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8991,0.9211,0.9057,0.9412,0.9235,0.9412,0.929,0.94
140,4,knn,0.9369,0.96,0.947,0.9556,0.9778,0.963,0.8596,0.8816,0.8662,0.9367,0.9141,0.9367,0.9225,0.9354
140,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8596,0.8947,0.8706,0.9276,0.9175,0.9276,0.9163,0.9264
140,6,knn,0.9088,0.91,0.9005,0.9296,0.9556,0.937,0.886,0.9079,0.8925,0.9186,0.9052,0.9186,0.9052,0.9175
140,7,knn,0.949,0.97,0.9577,0.9444,0.9556,0.9481,0.8991,0.9211,0.9057,0.9502,0.9309,0.9502,0.9379,0.9493
140,8,knn,0.9098,0.93,0.9163,0.9444,0.9778,0.9556,0.8618,0.8816,0.8684,0.9231,0.9004,0.9231,0.9079,0.9216
140,9,knn,0.9381,0.94,0.9336,0.9222,0.9556,0.9333,0.8651,0.8947,0.8737,0.9276,0.9098,0.9276,0.9129,0.9265
140,0,rf,0.9742,0.99,0.9809,0.9185,0.9556,0.9296,0.8399,0.8684,0.8487,0.9412,0.9167,0.9412,0.925,0.9401
140,1,rf,0.9607,0.97,0.9647,0.9278,0.9778,0.9422,0.8618,0.8816,0.8684,0.9412,0.92,0.9412,0.927,0.9401
140,2,rf,0.9742,0.99,0.9809,0.9148,0.9556,0.9259,0.9342,0.9342,0.9342,0.9638,0.9484,0.9638,0.9536,0.9632
140,3,rf,0.9651,0.96,0.959,0.9407,0.9778,0.9519,0.9013,0.9211,0.9079,0.9502,0.9382,0.9502,0.94,0.9494
140,4,rf,0.9636,0.98,0.9709,0.963,1.0,0.9741,0.8882,0.8947,0.8904,0.9548,0.9375,0.9548,0.9439,0.9539
140,5,rf,0.9784,0.96,0.9678,0.9222,0.9778,0.9363,0.875,0.8947,0.8816,0.9412,0.9314,0.9412,0.9317,0.9402
140,6,rf,0.9818,0.99,0.9857,0.9407,0.9778,0.9519,0.9079,0.9211,0.9123,0.9638,0.948,0.9638,0.9536,0.9631
140,7,rf,0.9833,1.0,0.9909,0.9167,0.9556,0.9274,0.9145,0.9211,0.9167,0.9638,0.9461,0.9638,0.9524,0.9632
140,8,rf,0.9527,0.97,0.9609,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.9236,0.9457,0.9318,0.9446
140,9,rf,0.9833,0.99,0.9857,0.9167,0.9556,0.9274,0.875,0.8947,0.8816,0.9502,0.9325,0.9502,0.938,0.9493
140,0,svm,0.9523,0.99,0.9686,0.9074,0.9333,0.9148,0.807,0.8421,0.818,0.9276,0.8932,0.9276,0.9058,0.9263
140,1,svm,0.9461,0.97,0.9571,0.9056,0.9556,0.92,0.8882,0.8947,0.8904,0.9412,0.9179,0.9412,0.9266,0.94
140,2,svm,0.9678,0.99,0.9769,0.8963,0.9556,0.9148,0.8882,0.8947,0.8904,0.9502,0.9259,0.9502,0.9345,0.9493
140,3,svm,0.954,0.97,0.9608,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.9242,0.9457,0.9317,0.9446
140,4,svm,0.9623,0.99,0.9733,0.963,1.0,0.9741,0.8947,0.8947,0.8947,0.9593,0.9392,0.9593,0.9464,0.9586
140,5,svm,0.9644,0.97,0.9647,0.9222,0.9778,0.9363,0.8158,0.8421,0.8246,0.9276,0.9047,0.9276,0.9107,0.9264
140,6,svm,0.9809,0.99,0.9852,0.937,0.9778,0.9481,0.8947,0.9079,0.8991,0.9593,0.9423,0.9593,0.9481,0.9585
140,7,svm,0.9742,1.0,0.9862,0.9167,0.9556,0.9274,0.9013,0.9079,0.9035,0.9593,0.9374,0.9593,0.9458,0.9586
140,8,svm,0.9446,0.97,0.9567,0.9296,0.9778,0.9444,0.8882,0.8947,0.8904,0.9457,0.9221,0.9457,0.9314,0.9446
140,9,svm,0.9809,0.99,0.9852,0.9278,0.9778,0.9422,0.8618,0.8816,0.8684,0.9502,0.9291,0.9502,0.9363,0.9493
150,0,dtree,0.9678,0.99,0.9769,0.8259,0.8889,0.8444,0.7785,0.8158,0.7895,0.9095,0.8738,0.9095,0.8855,0.9078
150,1,dtree,0.9607,0.97,0.9647,0.8833,0.9333,0.8978,0.8816,0.8947,0.886,0.9367,0.9177,0.9367,0.924,0.9354
150,2,dtree,0.9727,0.99,0.9805,0.8852,0.9333,0.9,0.7763,0.8289,0.7939,0.9231,0.8874,0.9231,0.8999,0.9216
150,3,dtree,0.9587,0.94,0.9439,0.8926,0.9556,0.9111,0.761,0.8158,0.7785,0.9005,0.8773,0.9005,0.8804,0.8987
150,4,dtree,0.947,0.98,0.9618,0.9296,0.9556,0.937,0.8158,0.8421,0.8246,0.9276,0.8983,0.9276,0.9096,0.9261
150,5,dtree,0.9875,0.95,0.9673,0.9111,0.9778,0.9289,0.7961,0.8289,0.807,0.914,0.9061,0.914,0.9043,0.9125
150,6,dtree,0.9627,0.97,0.9657,0.8852,0.9333,0.9,0.8092,0.8553,0.8246,0.9231,0.8941,0.9231,0.9038,0.9215
150,7,dtree,0.9833,1.0,0.9909,0.7833,0.8889,0.8163,0.8158,0.8421,0.8246,0.9231,0.885,0.9231,0.8981,0.9216
150,8,dtree,0.9607,0.96,0.9599,0.8519,0.9333,0.8778,0.8355,0.8684,0.8465,0.9231,0.8955,0.9231,0.9042,0.9216
150,9,dtree,0.9809,0.97,0.9741,0.85,0.9333,0.8756,0.7632,0.8026,0.7763,0.905,0.8794,0.905,0.886,0.9031
150,0,knn,0.9164,0.94,0.9193,0.9556,0.9778,0.963,0.8596,0.8816,0.8662,0.9276,0.9049,0.9276,0.9099,0.9267
150,1,knn,0.9284,0.92,0.9098,0.9185,0.9556,0.9296,0.886,0.9079,0.8925,0.9231,0.9118,0.9231,0.9079,0.9222
150,2,knn,0.9464,0.96,0.95,0.9,0.9333,0.9111,0.9189,0.9342,0.9232,0.9457,0.9275,0.9457,0.9329,0.9448
150,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8991,0.9211,0.9057,0.9412,0.9235,0.9412,0.929,0.94
150,4,knn,0.9369,0.96,0.947,0.9556,0.9778,0.963,0.8596,0.8816,0.8662,0.9367,0.9141,0.9367,0.9225,0.9354
150,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8596,0.8947,0.8706,0.9276,0.9175,0.9276,0.9163,0.9264
150,6,knn,0.9056,0.91,0.8978,0.9111,0.9333,0.9185,0.886,0.9079,0.8925,0.914,0.8999,0.914,0.9002,0.9129
150,7,knn,0.9441,0.97,0.9544,0.9444,0.9556,0.9481,0.8662,0.8947,0.875,0.9412,0.9174,0.9412,0.9258,0.9401
150,8,knn,0.9189,0.93,0.9211,0.9444,0.9778,0.9556,0.8553,0.8816,0.864,0.9231,0.9022,0.9231,0.9085,0.9216
150,9,knn,0.9381,0.94,0.9336,0.9333,0.9556,0.9407,0.8586,0.8947,0.8693,0.9276,0.9098,0.9276,0.9129,0.9265
150,0,rf,0.9642,0.99,0.9762,0.9407,0.9778,0.9519,0.8662,0.8816,0.8706,0.9502,0.9258,0.9502,0.9349,0.9493
150,1,rf,0.9607,0.97,0.9647,0.9167,0.9556,0.9274,0.875,0.8947,0.8816,0.9412,0.9223,0.9412,0.9285,0.94
150,2,rf,0.9742,0.99,0.9809,0.9074,0.9556,0.9222,0.9145,0.9211,0.9167,0.9593,0.9401,0.9593,0.9469,0.9585
150,3,rf,0.9561,0.96,0.9542,0.9407,0.9778,0.9519,0.8487,0.8816,0.8597,0.9367,0.916,0.9367,0.9212,0.9355
150,4,rf,0.9651,0.98,0.9714,0.9296,0.9778,0.9444,0.875,0.8816,0.8772,0.9457,0.9269,0.9457,0.9335,0.9446
150,5,rf,0.9875,0.96,0.9725,0.9222,0.9778,0.9363,0.8684,0.8947,0.8772,0.9412,0.9333,0.9412,0.9324,0.9402
150,6,rf,0.9809,0.99,0.9852,0.9185,0.9556,0.9296,0.8684,0.8947,0.8772,0.9502,0.9295,0.9502,0.9368,0.9492
150,7,rf,0.9833,1.0,0.9909,0.9167,0.9556,0.9274,0.8947,0.9079,0.8991,0.9593,0.9393,0.9593,0.9464,0.9586
150,8,rf,0.9618,0.97,0.9657,0.9296,0.9778,0.9444,0.8947,0.9079,0.8991,0.9502,0.9322,0.9502,0.9385,0.9492
150,9,rf,0.9909,0.99,0.99,0.9389,0.9778,0.9496,0.8684,0.8947,0.8772,0.9548,0.9382,0.9548,0.943,0.9539
150,0,svm,0.9492,0.99,0.968,0.9185,0.9556,0.9296,0.8202,0.8421,0.8268,0.9321,0.8986,0.9321,0.9116,0.9308
150,1,svm,0.9446,0.97,0.9567,0.9167,0.9556,0.9274,0.8684,0.8816,0.8728,0.9367,0.9127,0.9367,0.9219,0.9354
150,2,svm,0.9678,0.99,0.9769,0.9074,0.9556,0.9222,0.9013,0.9079,0.9035,0.9548,0.9327,0.9548,0.9405,0.9539
150,3,svm,0.9452,0.97,0.9566,0.9296,0.9778,0.9444,0.8355,0.8553,0.8421,0.9321,0.9043,0.9321,0.9148,0.9307
150,4,svm,0.9678,0.99,0.9769,0.963,1.0,0.9741,0.9079,0.9079,0.9079,0.9638,0.9462,0.9638,0.9526,0.9632
150,5,svm,0.9775,0.96,0.9678,0.9222,0.9778,0.9363,0.875,0.8947,0.8816,0.9412,0.931,0.9412,0.9317,0.9402
150,6,svm,0.9718,0.99,0.9805,0.9185,0.9556,0.9296,0.8947,0.9079,0.8991,0.9548,0.9345,0.9548,0.9421,0.9539
150,7,svm,0.9658,0.98,0.9712,0.9241,0.9778,0.9385,0.8421,0.8553,0.8465,0.9367,0.9148,0.9367,0.9216,0.9355
150,8,svm,0.9536,0.97,0.9614,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.924,0.9457,0.932,0.9446
150,9,svm,0.9809,0.99,0.9852,0.9389,0.9778,0.9496,0.8553,0.8816,0.864,0.9502,0.9291,0.9502,0.9363,0.9493
160,0,dtree,0.9576,0.98,0.9665,0.8741,0.9556,0.9,0.7939,0.8158,0.8004,0.9186,0.8843,0.9186,0.8959,0.917
